# METADATA: {"sensorType": "EMG", "channels": [0], "samplingRate": 1000, "startTime": 1774212358727, "endTime": 1774212365041, "duration": 0}
timestamp,ch0
1774212358820,0.493180513381958
1774212358959,0.966064989566803
1774212359100,0.5500144958496094
1774212359236,0.7697170376777649
1774212359372,0.9080380201339722
1774212359507,0.4474984109401703
1774212359633,0.6890335083007812
1774212359753,0.973883867263794
1774212359864,0.93520587682724
1774212359974,0.8417763113975525
1774212360098,0.5536272525787354
1774212360220,0.5463812947273254
1774212360345,0.8621646761894226
1774212360469,0.9047504663467407
1774212360592,0.5485108494758606
1774212360715,0.4619232714176178
1774212360836,0.6991698145866394
1774212360975,0.8169220089912415
1774212361116,0.4082087576389313
1774212361241,0.8362601399421692
