# METADATA: {"sensorType": "EEG", "channels": [1], "samplingRate": 1000, "startTime": 1774424147549, "endTime": 1774424215831, "duration": 64}
timestamp,ch1
1774424147425,-60.81326675415039
1774424147426,-6.101933479309082
1774424147427,39.4747314453125
1774424147428,72.1145248413086
1774424147429,89.60610961914062
1774424147430,92.04073333740234
1774424147431,81.69216918945312
1774424147432,62.19672393798828
1774424147433,37.700931549072266
1774424147434,12.164388656616211
1774424147435,-11.276703834533691
1774424147436,-30.874486923217773
1774424147437,-46.60746765136719
1774424147438,-60.06435775756836
1774424147439,-73.85970306396484
1774424147440,-90.89961242675781
1774424147441,-113.62285614013672
1774424147442,-143.014404296875
1774424147443,-177.77984619140625
1774424147444,-214.45291137695312
1774424147445,-248.28285217285156
1774424147446,-274.1833190917969
1774424147447,-287.4635314941406
1774424147448,-284.3797912597656
1774424147449,-262.5892028808594
1774424147450,-221.57672119140625
1774424147451,-163.02528381347656
1774424147452,-90.95804595947266
1774424147453,-11.390849113464355
1774424147454,68.60797119140625
1774424147455,142.2054901123047
1774424147456,204.0382843017578
1774424147457,251.03549194335938
1774424147458,282.59490966796875
1774424147459,300.1855773925781
1774424147460,306.7212829589844
1774424147461,305.97027587890625
1774424147462,302.0557556152344
1774424147463,299.0038146972656
1774424147464,300.26800537109375
1774424147465,308.13763427734375
1774424147466,323.074951171875
1774424147467,343.38507080078125
1774424147468,365.5685119628906
1774424147469,385.08941650390625
1774424147470,397.09832763671875
1774424147471,396.9752197265625
1774424147472,380.7502746582031
1774424147473,345.5107727050781
1774424147474,289.8844299316406
1774424147475,214.53070068359375
1774424147476,122.38656616210938
1774424147477,18.424470901489258
1774424147478,-91.02407836914062
1774424147479,-199.0574493408203
1774424147480,-298.8595886230469
1774424147481,-384.188232421875
1774424147482,-449.806884765625
1774424147483,-492.0299377441406
1774424147484,-509.339599609375
1774424147485,-502.7328796386719
1774424147486,-475.52398681640625
1774424147487,-432.6926574707031
1774424147488,-380.1129150390625
1774424147489,-323.9123840332031
1774424147490,-270.00341796875
1774424147491,-223.7198028564453
1774424147492,-189.44422912597656
1774424147493,-170.14111328125
1774424147494,-166.8756866455078
1774424147495,-178.5744171142578
1774424147496,-202.25100708007812
1774424147497,-233.6249542236328
1774424147498,-267.8168640136719
1774424147499,-299.8966064453125
1774424147500,-325.26776123046875
1774424147501,-339.9681396484375
1774424147502,-340.9880676269531
1774424147503,-326.656005859375
1774424147504,-297.017333984375
1774424147505,-254.00732421875
1774424147506,-201.2199249267578
1774424147507,-143.31741333007812
1774424147508,-85.36872100830078
1774424147509,-32.3371467590332
1774424147510,11.259528160095215
1774424147511,41.593223571777344
1774424147512,55.79866027832031
1774424147513,52.361812591552734
1774424147514,31.530338287353516
1774424147515,-4.519617557525635
1774424147516,-51.96512985229492
1774424147517,-105.9635238647461
1774424147518,-161.3126983642578
1774424147519,-212.95587158203125
1774424147520,-256.3629150390625
1774424147521,-287.8990478515625
1774424147522,-305.2327880859375
1774424147523,-307.7102966308594
1774424147524,-296.5004577636719
1774424147525,-274.33526611328125
1774424147526,-244.9240264892578
1774424147527,-212.3331298828125
1774424147528,-180.53396606445312
1774424147529,-153.12860107421875
1774424147530,-133.16700744628906
1774424147531,-122.92545318603516
1774424147532,-123.5670166015625
1774424147533,-134.7852325439453
1774424147534,-154.69154357910156
1774424147535,-180.1261444091797
1774424147536,-207.26353454589844
1774424147537,-232.204345703125
1774424147538,-251.37673950195312
1774424147539,-261.762451171875
1774424147540,-261.04925537109375
1774424147541,-247.81919860839844
1774424147542,-221.8153076171875
1774424147543,-184.20132446289062
1774424147544,-137.44863891601562
1774424147545,-84.4296875
1774424147546,-27.162675857543945
1774424147547,33.742916107177734
1774424147548,98.75932312011719
1774424147549,168.84011840820312
1774424147550,244.90745544433594
1774424147551,327.4570007324219
1774424147552,416.0967102050781
1774424147553,508.80633544921875
1774424147554,601.3582763671875
1774424147555,687.619384765625
1774424147556,760.6004638671875
1774424147557,813.6727294921875
1774424147558,841.7149658203125
1774424147559,842.0389404296875
1774424147560,814.8114624023438
1774424147561,762.8449096679688
1774424147562,690.9714965820312
