timestamp,ch0,ch1
0.0,-2.4169921875,-1.611328125
0.001953,-1.409912109375,-0.8056640625
0.003906,-0.604248046875,0.0
0.005859,0.0,0.8056640625
0.007812,0.40283203125,1.20849609375
0.009766,0.604248046875,1.20849609375
0.011719,0.40283203125,1.20849609375
0.013672,0.0,0.8056640625
0.015625,-0.604248046875,0.0
0.017578,-1.409912109375,-0.8056640625
0.019531,-2.4169921875,-1.611328125
0.021484,-3.424072265625,-2.618408203125
0.023438,-4.229736328125,-3.62548828125
0.025391,-5.035400390625,-4.43115234375
0.027344,-5.6396484375,-5.035400390625
0.029297,-6.04248046875,-5.23681640625
0.03125,-6.04248046875,-5.23681640625
0.033203,-5.841064453125,-5.035400390625
0.035156,-5.23681640625,-4.632568359375
0.037109,-4.632568359375,-3.826904296875
0.039062,-3.62548828125,-3.021240234375
0.041016,-2.618408203125,-2.01416015625
0.042969,-1.812744140625,-1.007080078125
0.044922,-0.8056640625,-0.201416015625
0.046875,-0.201416015625,0.604248046875
0.048828,0.40283203125,1.007080078125
0.050781,0.604248046875,1.20849609375
0.052734,0.604248046875,1.20849609375
0.054688,0.201416015625,0.8056640625
0.056641,-0.40283203125,0.201416015625
0.058594,-1.20849609375,-0.40283203125
0.060547,-2.01416015625,-1.409912109375
0.0625,-3.021240234375,-2.4169921875
0.064453,-4.0283203125,-3.22265625
0.066406,-4.833984375,-4.0283203125
0.068359,-5.438232421875,-4.833984375
0.070312,-5.841064453125,-5.23681640625
0.072266,-6.04248046875,-5.23681640625
0.074219,-5.841064453125,-5.23681640625
0.076172,-5.438232421875,-4.833984375
0.078125,-4.833984375,-4.0283203125
0.080078,-4.0283203125,-3.22265625
0.082031,-3.021240234375,-2.4169921875
0.083984,-2.01416015625,-1.409912109375
0.085938,-1.20849609375,-0.40283203125
0.087891,-0.40283203125,0.201416015625
0.089844,3.424072265625,-3.021240234375
0.091797,6.4453125,-0.604248046875
0.09375,6.4453125,-0.604248046875
0.095703,6.243896484375,-0.8056640625
0.097656,12.48779296875,23.76708984375
0.099609,11.68212890625,23.162841796875
0.101562,10.87646484375,22.15576171875
0.103516,19.940185546875,47.93701171875
0.105469,18.93310546875,46.929931640625
0.107422,18.12744140625,46.124267578125
0.109375,17.523193359375,45.318603515625
0.111328,16.9189453125,44.915771484375
0.113281,16.717529296875,44.71435546875
0.115234,16.717529296875,44.71435546875
0.117188,17.120361328125,44.915771484375
0.119141,17.724609375,45.52001953125
0.121094,18.5302734375,46.32568359375
0.123047,19.3359375,47.332763671875
0.125,20.343017578125,48.138427734375
0.126953,21.35009765625,49.1455078125
0.128906,22.15576171875,49.951171875
0.130859,22.760009765625,50.555419921875
0.132812,23.162841796875,51.15966796875
0.134766,23.3642578125,51.15966796875
0.136719,23.162841796875,51.15966796875
0.138672,22.760009765625,50.555419921875
0.140625,22.15576171875,49.951171875
0.142578,21.35009765625,49.1455078125
0.144531,21.954345703125,47.13134765625
0.146484,20.947265625,46.124267578125
0.148438,20.1416015625,45.318603515625
0.150391,19.3359375,44.512939453125
0.152344,18.731689453125,43.90869140625
0.154297,18.328857421875,43.505859375
0.15625,18.328857421875,43.505859375
0.158203,18.5302734375,43.707275390625
0.160156,19.134521484375,44.3115234375
0.162109,19.73876953125,44.915771484375
0.164062,20.745849609375,45.9228515625
0.166016,21.7529296875,46.728515625
0.167969,22.55859375,47.735595703125
0.169922,23.565673828125,48.74267578125
0.171875,24.169921875,49.346923828125
0.173828,24.774169921875,49.951171875
0.175781,24.9755859375,50.152587890625
0.177734,24.9755859375,50.152587890625
0.179688,24.57275390625,49.749755859375
0.181641,23.968505859375,49.1455078125
0.183594,23.162841796875,48.33984375
0.185547,22.357177734375,47.5341796875
0.1875,21.35009765625,46.527099609375
0.189453,22.357177734375,35.247802734375
0.191406,21.35009765625,20.1416015625
0.193359,20.745849609375,19.3359375
0.195312,20.343017578125,18.93310546875
0.197266,20.1416015625,18.93310546875
0.199219,20.343017578125,18.93310546875
0.201172,20.745849609375,12.689208984375
0.203125,21.551513671875,13.29345703125
0.205078,22.357177734375,14.09912109375
0.207031,23.162841796875,15.106201171875
0.208984,24.169921875,16.11328125
0.210938,25.177001953125,16.9189453125
0.212891,25.982666015625,17.724609375
0.214844,26.5869140625,18.328857421875
0.216797,26.788330078125,18.731689453125
0.21875,26.788330078125,18.731689453125
0.220703,26.5869140625,18.5302734375
0.222656,26.18408203125,17.926025390625
0.224609,25.37841796875,17.32177734375
0.226562,24.57275390625,16.314697265625
0.228516,23.565673828125,15.509033203125
0.230469,22.55859375,14.501953125
0.232422,21.7529296875,13.6962890625
0.234375,20.947265625,12.890625
0.236328,20.54443359375,12.48779296875
0.238281,20.343017578125,12.0849609375
0.240234,20.343017578125,12.286376953125
