# METADATA: {"sensorType": "EEG", "channels": [1], "samplingRate": 1000, "startTime": 1774422540981, "endTime": 1774422625050, "duration": 81}
timestamp,ch1
1774422540902,-1030.82666015625
1774422540903,-1028.4228515625
1774422540904,-1025.1722412109375
1774422540905,-1021.1669311523438
1774422540906,-1016.4779052734375
1774422540907,-1011.15673828125
1774422540908,-1005.2392578125
1774422540909,-998.7473754882812
1774422540910,-991.6860961914062
1774422540911,-984.04052734375
1774422540912,-975.7767333984375
1774422540913,-966.8410034179688
1774422540914,-957.1503295898438
1774422540915,-946.5775756835938
1774422540916,-934.935546875
1774422540917,-921.96484375
1774422540918,-907.3297729492188
1774422540919,-890.6244506835938
1774422540920,-871.3948974609375
1774422540921,-849.17236328125
1774422540922,-823.5076904296875
1774422540923,-793.9976196289062
1774422540924,-760.3038940429688
1774422540925,-722.1678466796875
1774422540926,-679.4229125976562
1774422540927,-632.0046997070312
1774422540928,-579.9579467773438
1774422540929,-523.435546875
1774422540930,-462.68963623046875
1774422540931,-398.05999755859375
1774422540932,-329.96630859375
1774422540933,-258.9021911621094
1774422540934,-185.42626953125
1774422540935,-110.14820098876953
1774422540936,-33.71012496948242
1774422540937,43.233436584472656
1774422540938,120.03531646728516
1774422540939,196.0727996826172
1774422540940,270.7569274902344
1774422540941,343.53228759765625
1774422540942,413.87591552734375
1774422540943,481.3037414550781
1774422540944,545.3829956054688
1774422540945,605.7445068359375
1774422540946,662.0916748046875
1774422540947,714.2044067382812
1774422540948,761.939208984375
1774422540949,805.2290649414062
1774422540950,844.0845947265625
1774422540951,878.5914306640625
1774422540952,908.8997802734375
1774422540953,935.208984375
1774422540954,957.7504272460938
1774422540955,976.7723388671875
1774422540956,992.530029296875
1774422540957,1005.2813720703125
1774422540958,1015.2867431640625
1774422540959,1022.8092651367188
1774422540960,1028.1119384765625
1774422540961,1031.4462890625
1774422540962,1033.0384521484375
1774422540963,1033.080810546875
1774422540964,1031.7322998046875
1774422540965,1029.1243896484375
1774422540966,1025.3665771484375
1774422540967,1020.5502319335938
1774422540968,1014.751220703125
1774422540969,1008.03662109375
1774422540970,1000.47412109375
1774422540971,992.1376953125
1774422540972,983.105224609375
1774422540973,973.4534301757812
1774422540974,963.255615234375
1774422540975,952.5787353515625
1774422540976,941.4693603515625
1774422540977,929.92822265625
1774422540978,917.8854370117188
1774422540979,905.181396484375
1774422540980,891.5556640625
1774422540981,876.6433715820312
1774422540982,859.98681640625
1774422540983,841.0614624023438
1774422540984,819.311767578125
1774422540985,794.189208984375
1774422540986,765.1862182617188
1774422540987,731.866455078125
1774422540988,693.8936767578125
1774422540989,651.05712890625
1774422540990,603.2872314453125
1774422540991,550.6551513671875
1774422540992,493.3614501953125
1774422540993,431.7184753417969
1774422540994,366.1328430175781
1774422540995,297.0895690917969
1774422540996,225.1385955810547
1774422540997,150.88436889648438
1774422540998,74.97576904296875
1774422540999,-1.9085991382598877
1774422541000,-79.08338165283203
1774422541001,-155.88079833984375
1774422541002,-231.6671905517578
1774422541003,-305.8505859375
1774422541004,-377.88433837890625
1774422541005,-447.2702941894531
1774422541006,-513.5629272460938
1774422541007,-576.37451171875
1774422541008,-635.3775024414062
1774422541009,-690.303466796875
1774422541010,-740.9423217773438
1774422541011,-787.1460571289062
1774422541012,-828.8362426757812
1774422541013,-866.0108032226562
1774422541014,-898.7465209960938
1774422541015,-927.1949462890625
1774422541016,-951.5717163085938
1774422541017,-972.1403198242188
1774422541018,-989.1944580078125
1774422541019,-1003.045166015625
1774422541020,-1014.0166015625
1774422541021,-1022.443115234375
1774422541022,-1028.66064453125
1774422541023,-1032.991943359375
1774422541024,-1035.7310791015625
1774422541025,-1037.13134765625
1774422541026,-1037.400390625
1774422541027,-1036.7008056640625
1774422541028,-1035.150390625
1774422541029,-1032.8204345703125
1774422541030,-1029.737548828125
1774422541031,-1025.892578125
1774422541032,-1021.2562255859375
1774422541033,-1015.7952270507812
1774422541034,-1009.4844970703125
1774422541035,-1002.3140258789062
1774422541036,-994.2900390625
1774422541037,-985.4276123046875
1774422541038,-975.733642578125
1774422541039,-965.1853637695312
1774422541040,-953.7142333984375
1774422541041,-941.1935424804688
1774422541042,-927.4281616210938
1774422541043,-912.1480102539062
1774422541044,-895.009033203125
1774422541045,-875.60400390625
1774422541046,-853.4835205078125
1774422541047,-828.18408203125
1774422541048,-799.2547607421875
1774422541049,-766.2797241210938
1774422541050,-728.899658203125
1774422541051,-686.8367309570312
1774422541052,-639.920166015625
1774422541053,-588.1060791015625
1774422541054,-531.4893798828125
1774422541055,-470.30426025390625
1774422541056,-404.9140319824219
1774422541057,-335.7938537597656
1774422541058,-263.50732421875
1774422541059,-188.68409729003906
1774422541060,-112.00496673583984
1774422541061,-34.19247817993164
1774422541062,44.003395080566406
1774422541063,121.8279800415039
1774422541064,198.54750061035156
1774422541065,273.47186279296875
1774422541066,345.9717712402344
1774422541067,415.49114990234375
1774422541068,481.559326171875
1774422541069,543.8037719726562
1774422541070,601.956787109375
1774422541071,655.849609375
1774422541072,705.399169921875
1774422541073,750.5922241210938
1774422541074,791.4722900390625
1774422541075,828.1296997070312
1774422541076,860.696533203125
1774422541077,889.3429565429688
1774422541078,914.2758178710938
1774422541079,935.7342529296875
1774422541080,953.9785766601562
1774422541081,969.2734375
1774422541082,981.8743286132812
1774422541083,992.0228271484375
1774422541084,999.9454345703125
1774422541085,1005.8543701171875
1774422541086,1009.9472045898438
1774422541087,1012.4065551757812
1774422541088,1013.4017333984375
1774422541089,1013.0958251953125
1774422541090,1011.6489868164062
1774422541091,1009.2123413085938
1774422541092,1005.918212890625
1774422541093,1001.8723754882812
1774422541094,997.1502685546875
1774422541095,991.7965698242188
1774422541096,985.8294067382812
1774422541097,979.2501831054688
1774422541098,972.0563354492188
1774422541099,964.2528076171875
1774422541100,955.848388671875
1774422541101,946.8308715820312
1774422541102,937.13330078125
1774422541103,926.6092529296875
1774422541104,915.023193359375
1774422541105,902.0521240234375
1774422541106,887.2969970703125
1774422541107,870.300048828125
1774422541108,850.572021484375
1774422541109,827.6270141601562
1774422541110,801.015869140625
1774422541111,770.3480834960938
1774422541112,735.306396484375
1774422541113,695.656494140625
1774422541114,651.2567749023438
1774422541115,602.0660400390625
1774422541116,548.151611328125
1774422541117,489.69366455078125
1774422541118,426.9869384765625
1774422541119,360.43475341796875
1774422541120,290.53216552734375
1774422541121,217.84237670898438
1774422541122,142.97694396972656
1774422541123,66.58258056640625
1774422541124,-10.668574333190918
1774422541125,-88.08997344970703
1774422541126,-164.99549865722656
1774422541127,-240.71681213378906
1774422541128,-314.6174011230469
1774422541129,-386.10052490234375
1774422541130,-454.6170959472656
1774422541131,-519.678466796875
1774422541132,-580.872802734375
1774422541133,-637.879638671875
1774422541134,-690.4779052734375
1774422541135,-738.5465698242188
1774422541136,-782.0574951171875
1774422541137,-821.0632934570312
1774422541138,-855.6818237304688
1774422541139,-886.0857543945312
1774422541140,-912.4984130859375
1774422541141,-935.18994140625
1774422541142,-954.4656982421875
1774422541143,-970.64892578125
1774422541144,-984.0628051757812
1774422541145,-995.0154418945312
1774422541146,-1003.7899169921875
1774422541147,-1010.6398315429688
1774422541148,-1015.7844848632812
1774422541149,-1019.40234375
1774422541150,-1021.6278686523438
1774422541151,-1022.5577392578125
1774422541152,-1022.263671875
1774422541153,-1020.8060913085938
1774422541154,-1018.2433471679688
1774422541155,-1014.6361083984375
1774422541156,-1010.0465698242188
1774422541157,-1004.533447265625
1774422541158,-998.1469116210938
1774422541159,-990.9303588867188
1774422541160,-982.9290771484375
1774422541161,-974.1983032226562
1774422541162,-964.7986450195312
1774422541163,-954.7791137695312
1774422541164,-944.14990234375
1774422541165,-932.8552856445312
1774422541166,-920.7537841796875
1774422541167,-907.6093139648438
1774422541168,-893.0911254882812
1774422541169,-876.7806396484375
1774422541170,-858.1892700195312
1774422541171,-836.788818359375
1774422541172,-812.0499267578125
1774422541173,-783.48046875
1774422541174,-750.6580810546875
1774422541175,-713.25537109375
1774422541176,-671.0565795898438
1774422541177,-623.965087890625
1774422541178,-572.003173828125
1774422541179,-515.3090209960938
1774422541180,-454.1376647949219
1774422541181,-388.8613586425781
1774422541182,-319.9630126953125
1774422541183,-248.01914978027344
1774422541184,-173.67697143554688
1774422541185,-97.63044738769531
1774422541186,-20.59913444519043
1774422541187,56.69028854370117
1774422541188,133.5249481201172
1774422541189,209.2291717529297
1774422541190,283.1826477050781
1774422541191,354.8281555175781
1774422541192,423.67266845703125
1774422541193,489.2859802246094
1774422541194,551.3009643554688
1774422541195,609.4152221679688
1774422541196,663.396240234375
1774422541197,713.0887451171875
1774422541198,758.4204711914062
1774422541199,799.3998413085938
1774422541200,836.1036987304688
1774422541201,868.6611938476562
1774422541202,897.2404174804688
1774422541203,922.0402221679688
1774422541204,943.2865600585938
1774422541205,961.2276000976562
1774422541206,976.1260375976562
1774422541207,988.2494506835938
1774422541208,997.8652954101562
1774422541209,1005.24169921875
1774422541210,1010.6442260742188
1774422541211,1014.3258056640625
1774422541212,1016.5135498046875
1774422541213,1017.3994140625
1774422541214,1017.13623046875
1774422541215,1015.8386840820312
1774422541216,1013.5897827148438
1774422541217,1010.44970703125
1774422541218,1006.4676513671875
1774422541219,1001.6901245117188
1774422541220,996.1614379882812
1774422541221,989.9169311523438
1774422541222,982.9783325195312
1774422541223,975.3554077148438
1774422541224,967.0531005859375
1774422541225,958.0731201171875
1774422541226,948.4010009765625
1774422541227,937.9815673828125
1774422541228,926.69775390625
1774422541229,914.360595703125
1774422541230,900.7075805664062
1774422541231,885.404052734375
1774422541232,868.0504760742188
1774422541233,848.1970825195312
1774422541234,825.3653564453125
1774422541235,799.0748901367188
1774422541236,768.8762817382812
1774422541237,734.3858032226562
1774422541238,695.3148803710938
1774422541239,651.4885864257812
1774422541240,602.8500366210938
1774422541241,549.4569702148438
1774422541242,491.47833251953125
1774422541243,429.1932678222656
1774422541244,362.9891662597656
1774422541245,293.3531188964844
1774422541246,220.85646057128906
1774422541247,146.13560485839844
1774422541248,69.8755874633789
1774422541249,-7.203065872192383
1774422541250,-84.35934448242188
1774422541251,-160.85430908203125
1774422541252,-235.97802734375
1774422541253,-309.0736999511719
1774422541254,-379.5557556152344
1774422541255,-446.9200439453125
1774422541256,-510.7461242675781
1774422541257,-570.6937866210938
1774422541258,-626.49951171875
1774422541259,-677.9773559570312
1774422541260,-725.0254516601562
1774422541261,-767.6298828125
1774422541262,-805.8594360351562
1774422541263,-839.8509521484375
1774422541264,-869.79296875
1774422541265,-895.9107666015625
1774422541266,-918.4561767578125
1774422541267,-937.7005004882812
1774422541268,-953.9240112304688
1774422541269,-967.4017944335938
1774422541270,-978.390869140625
1774422541271,-987.1262817382812
1774422541272,-993.8233032226562
1774422541273,-998.68212890625
1774422541274,-1001.89111328125
1774422541275,-1003.6275024414062
1774422541276,-1004.0538940429688
1774422541277,-1003.311767578125
1774422541278,-1001.5155029296875
1774422541279,-998.7540893554688
1774422541280,-995.1022338867188
1774422541281,-990.63037109375
1774422541282,-985.4064331054688
1774422541283,-979.4911499023438
1774422541284,-972.9339599609375
1774422541285,-965.77099609375
1774422541286,-958.0263671875
1774422541287,-949.7120361328125
1774422541288,-940.8177490234375
1774422541289,-931.2872924804688
1774422541290,-920.9937133789062
1774422541291,-909.7273559570312
1774422541292,-897.1964721679688
1774422541293,-883.0384521484375
1774422541294,-866.8363647460938
